timestamp,lidar_points,camera_view
1747503010.9759593,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 180), (-40.83333333333333, 180), (-35.0, 33.98272675952404), (-29.166666666666664, 33.327954008504356), (-23.333333333333336, 32.863174713251034), (-17.5, 32.81167656725274), (-11.666666666666664, 33.07328004590236), (-5.833333333333336, 33.58226694812596), (0.0, 34.655510199907226), (5.833333333333329, 36.14194406858262), (11.666666666666671, 37.99310272795886), (17.5, 40.74334942291914), (23.33333333333333, 44.563147588103625), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_55.npy
1747503011.0580614,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 180), (-40.83333333333333, 30.117070780962557), (-35.0, 29.199915008748782), (-29.166666666666664, 28.569776348631017), (-23.333333333333336, 28.24587057789935), (-17.5, 28.205683719749395), (-11.666666666666664, 28.410520554737815), (-5.833333333333336, 28.926713644723346), (0.0, 29.73805384312275), (5.833333333333329, 31.238031710827418), (11.666666666666671, 33.155352568730905), (17.5, 35.422311933963925), (23.33333333333333, 38.65318429618423), (29.16666666666667, 42.97979553720644), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_60.npy
1747503011.1387775,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 26.239076054899687), (-40.83333333333333, 25.09987086494535), (-35.0, 24.515568949513433), (-29.166666666666664, 23.92754743262396), (-23.333333333333336, 23.738936994353484), (-17.5, 23.718067651124095), (-11.666666666666664, 23.865379456122504), (-5.833333333333336, 24.39407185786818), (0.0, 25.27024232232367), (5.833333333333329, 26.030650212977267), (11.666666666666671, 27.921567962297587), (17.5, 29.61635296074325), (23.33333333333333, 32.173709292808546), (29.16666666666667, 36.49899149431939), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_65.npy
1747503011.2205899,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 23.08628380544856), (-46.66666666666667, 21.544145592219213), (-40.83333333333333, 20.6945890399903), (-35.0, 20.00954326738706), (-29.166666666666664, 19.506348402629925), (-23.333333333333336, 19.122534804722026), (-17.5, 19.09788575930538), (-11.666666666666664, 19.205339015774427), (-5.833333333333336, 19.518218488022303), (0.0, 20.026898391451525), (5.833333333333329, 20.716960815159926), (11.666666666666671, 22.05371113372745), (17.5, 23.69683278674423), (23.33333333333333, 26.26350122496261), (29.16666666666667, 29.154812794190754), (35.0, 33.91681777187172), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_70.npy
1747503011.3019757,"[(-70.0, 180), (-64.16666666666666, 20.662299320834176), (-58.333333333333336, 18.651644759506404), (-52.5, 17.469573880766), (-46.66666666666667, 16.446524584734018), (-40.83333333333333, 15.613786544492635), (-35.0, 15.00308266982816), (-29.166666666666664, 14.789982057732779), (-23.333333333333336, 14.561790020762432), (-17.5, 14.561790020762432), (-11.666666666666664, 14.606433101530818), (-5.833333333333336, 14.730884821349145), (0.0, 15.17567550261185), (5.833333333333329, 15.862007637789496), (11.666666666666671, 16.760234056898227), (17.5, 17.83837450505875), (23.33333333333333, 19.727160059010224), (29.16666666666667, 21.8658199710161), (35.0, 24.99436739920265), (40.83333333333333, 30.0769825565744), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_75.npy
1747503011.3810768,"[(-70.0, 15.948304736879113), (-64.16666666666666, 14.456892058504588), (-58.333333333333336, 13.101718665966892), (-52.5, 11.92930576408525), (-46.66666666666667, 11.42956639678355), (-40.83333333333333, 10.998256226508357), (-35.0, 10.373762289296112), (-29.166666666666664, 10.19517513534065), (-23.333333333333336, 10.112776475613133), (-17.5, 10.112776475613133), (-11.666666666666664, 10.128914060804371), (-5.833333333333336, 10.24312218303612), (0.0, 10.750574685452817), (5.833333333333329, 11.131105429064315), (11.666666666666671, 11.585687725741238), (17.5, 12.683905711147629), (23.33333333333333, 13.9833747035605), (29.16666666666667, 15.43334286896614), (35.0, 17.809211889564523), (40.83333333333333, 21.224387768536243), (46.66666666666667, 27.581899865442807), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_80.npy
1747503011.4616723,"[(-70.0, 8.951598303425385), (-64.16666666666666, 7.475301367368228), (-58.333333333333336, 6.837736446114448), (-52.5, 6.295168693535256), (-46.66666666666667, 5.873981448184095), (-40.83333333333333, 5.873981448184095), (-35.0, 5.601621838999439), (-29.166666666666664, 5.500243303773025), (-23.333333333333336, 5.500243303773025), (-17.5, 5.500243303773025), (-11.666666666666664, 5.500243303773025), (-5.833333333333336, 5.579174273514365), (0.0, 5.8310972164584145), (5.833333333333329, 5.8310972164584145), (11.666666666666671, 6.235078501617571), (17.5, 6.763927342519149), (23.33333333333333, 7.390887786215043), (29.16666666666667, 8.852922716002427), (35.0, 9.656539224228124), (40.83333333333333, 12.24223334648094), (46.66666666666667, 14.983184068492369), (52.5, 19.71974519860858), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_85.npy
1747503011.5421906,"[(-70.0, 2.925395368013485), (-64.16666666666666, 2.015782534601322), (-58.333333333333336, 2.015782534601322), (-52.5, 2.015782534601322), (-46.66666666666667, 1.2525256062902304), (-40.83333333333333, 1.2525256062902304), (-35.0, 1.2525256062902304), (-29.166666666666664, 1.2525256062902304), (-23.333333333333336, 1.2525256062902304), (-17.5, 1.2525256062902304), (-11.666666666666664, 1.2525256062902304), (-5.833333333333336, 1.2525256062902304), (0.0, 1.2525256062902304), (5.833333333333329, 1.2525256062902304), (11.666666666666671, 1.036465900076644), (17.5, 1.036465900076644), (23.33333333333333, 1.036465900076644), (29.16666666666667, 1.6061453015311742), (35.0, 1.6061453015311742), (40.83333333333333, 2.4668084435642026), (46.66666666666667, 3.40449483254838), (52.5, 5.348033975216181), (58.33333333333333, 9.307160258129356), (64.16666666666667, 20.27764988637), (70.0, 180)]",camera_frame_90.npy
1747503011.622763,"[(-70.0, 0.6529156252755008), (-64.16666666666666, 0.6529156252755008), (-58.333333333333336, 0.6529156252755008), (-52.5, 0.6529156252755008), (-46.66666666666667, 0.6529156252755008), (-40.83333333333333, 0.6529156252755008), (-35.0, 0.6529156252755008), (-29.166666666666664, 0.6529156252755008), (-23.333333333333336, 0.6529156252755008), (-17.5, 0.6529156252755008), (-11.666666666666664, 0.6529156252755008), (-5.833333333333336, 0.6529156252755008), (0.0, 0.6529156252755008), (5.833333333333329, 0.6529156252755008), (11.666666666666671, 0.6529156252755008), (17.5, 0.6529156252755008), (23.33333333333333, 0.6529156252755008), (29.16666666666667, 0.6529156252755008), (35.0, 0.6529156252755008), (40.83333333333333, 0.6529156252755008), (46.66666666666667, 0.6529156252755008), (52.5, 0.6529156252755008), (58.33333333333333, 0.6529156252755008), (64.16666666666667, 0.6529156252755008), (70.0, 0.6529156252755008)]",camera_frame_95.npy
1747503011.7039227,"[(-70.0, 0.1441909618310156), (-64.16666666666666, 0.1441909618310156), (-58.333333333333336, 0.1441909618310156), (-52.5, 0.1441909618310156), (-46.66666666666667, 0.1441909618310156), (-40.83333333333333, 0.1441909618310156), (-35.0, 0.1441909618310156), (-29.166666666666664, 0.1441909618310156), (-23.333333333333336, 0.1441909618310156), (-17.5, 0.1441909618310156), (-11.666666666666664, 0.1441909618310156), (-5.833333333333336, 0.1441909618310156), (0.0, 0.1441909618310156), (5.833333333333329, 0.1441909618310156), (11.666666666666671, 0.1441909618310156), (17.5, 0.1441909618310156), (23.33333333333333, 0.1441909618310156), (29.16666666666667, 0.1441909618310156), (35.0, 0.1441909618310156), (40.83333333333333, 0.1441909618310156), (46.66666666666667, 0.1441909618310156), (52.5, 0.1441909618310156), (58.33333333333333, 0.1441909618310156), (64.16666666666667, 0.1441909618310156), (70.0, 0.1441909618310156)]",camera_frame_100.npy
1747503011.7838862,"[(-70.0, 0.9820612499046063), (-64.16666666666666, 0.9820612499046063), (-58.333333333333336, 0.9820612499046063), (-52.5, 0.9820612499046063), (-46.66666666666667, 0.9820612499046063), (-40.83333333333333, 0.9820612499046063), (-35.0, 0.9820612499046063), (-29.166666666666664, 0.9820612499046063), (-23.333333333333336, 0.9820612499046063), (-17.5, 0.9820612499046063), (-11.666666666666664, 0.9820612499046063), (-5.833333333333336, 0.9820612499046063), (0.0, 0.9820612499046063), (5.833333333333329, 0.9820612499046063), (11.666666666666671, 0.9820612499046063), (17.5, 0.9820612499046063), (23.33333333333333, 0.9820612499046063), (29.16666666666667, 0.9820612499046063), (35.0, 0.9820612499046063), (40.83333333333333, 0.9820612499046063), (46.66666666666667, 0.9820612499046063), (52.5, 0.9820612499046063), (58.33333333333333, 0.9820612499046063), (64.16666666666667, 0.9820612499046063), (70.0, 0.9820612499046063)]",camera_frame_105.npy
1747503011.8652241,"[(-70.0, 0.5373103571326125), (-64.16666666666666, 0.5373103571326125), (-58.333333333333336, 0.5373103571326125), (-52.5, 0.5373103571326125), (-46.66666666666667, 0.5373103571326125), (-40.83333333333333, 0.5373103571326125), (-35.0, 0.5373103571326125), (-29.166666666666664, 0.5373103571326125), (-23.333333333333336, 0.5373103571326125), (-17.5, 0.5373103571326125), (-11.666666666666664, 0.5373103571326125), (-5.833333333333336, 0.5373103571326125), (0.0, 0.5373103571326125), (5.833333333333329, 0.5373103571326125), (11.666666666666671, 0.5373103571326125), (17.5, 0.5373103571326125), (23.33333333333333, 0.5373103571326125), (29.16666666666667, 0.5373103571326125), (35.0, 0.5373103571326125), (40.83333333333333, 0.5373103571326125), (46.66666666666667, 0.5373103571326125), (52.5, 0.5373103571326125), (58.33333333333333, 0.5373103571326125), (64.16666666666667, 0.5373103571326125), (70.0, 0.5373103571326125)]",camera_frame_110.npy
1747503011.9460902,"[(-70.0, 0.6781816313286962), (-64.16666666666666, 0.6781816313286962), (-58.333333333333336, 0.6781816313286962), (-52.5, 0.6781816313286962), (-46.66666666666667, 0.6781816313286962), (-40.83333333333333, 0.6781816313286962), (-35.0, 0.6781816313286962), (-29.166666666666664, 0.6781816313286962), (-23.333333333333336, 0.6781816313286962), (-17.5, 0.6781816313286962), (-11.666666666666664, 0.6781816313286962), (-5.833333333333336, 0.6781816313286962), (0.0, 0.6781816313286962), (5.833333333333329, 0.6781816313286962), (11.666666666666671, 0.6781816313286962), (17.5, 0.6781816313286962), (23.33333333333333, 0.6781816313286962), (29.16666666666667, 0.6781816313286962), (35.0, 0.6781816313286962), (40.83333333333333, 0.6781816313286962), (46.66666666666667, 0.6781816313286962), (52.5, 0.6781816313286962), (58.33333333333333, 0.6781816313286962), (64.16666666666667, 0.6781816313286962), (70.0, 0.6781816313286962)]",camera_frame_115.npy
1747503012.0267491,"[(-70.0, 0.9620008109446472), (-64.16666666666666, 0.9620008109446472), (-58.333333333333336, 0.9620008109446472), (-52.5, 0.9620008109446472), (-46.66666666666667, 0.9620008109446472), (-40.83333333333333, 0.9620008109446472), (-35.0, 0.9620008109446472), (-29.166666666666664, 0.9620008109446472), (-23.333333333333336, 0.9620008109446472), (-17.5, 0.9620008109446472), (-11.666666666666664, 0.9620008109446472), (-5.833333333333336, 0.9620008109446472), (0.0, 0.9620008109446472), (5.833333333333329, 0.9620008109446472), (11.666666666666671, 0.9620008109446472), (17.5, 0.9620008109446472), (23.33333333333333, 0.9620008109446472), (29.16666666666667, 0.9620008109446472), (35.0, 0.9620008109446472), (40.83333333333333, 0.9620008109446472), (46.66666666666667, 0.9620008109446472), (52.5, 0.9620008109446472), (58.33333333333333, 0.9620008109446472), (64.16666666666667, 0.9620008109446472), (70.0, 0.9620008109446472)]",camera_frame_120.npy
1747503012.1067462,"[(-70.0, 0.9267170443367633), (-64.16666666666666, 0.9267170443367633), (-58.333333333333336, 0.9267170443367633), (-52.5, 0.9267170443367633), (-46.66666666666667, 0.9267170443367633), (-40.83333333333333, 0.9267170443367633), (-35.0, 0.9267170443367633), (-29.166666666666664, 0.9267170443367633), (-23.333333333333336, 0.9267170443367633), (-17.5, 0.9267170443367633), (-11.666666666666664, 0.9267170443367633), (-5.833333333333336, 0.9267170443367633), (0.0, 0.9267170443367633), (5.833333333333329, 0.9267170443367633), (11.666666666666671, 0.9267170443367633), (17.5, 0.9267170443367633), (23.33333333333333, 0.9267170443367633), (29.16666666666667, 0.9267170443367633), (35.0, 0.9267170443367633), (40.83333333333333, 0.9267170443367633), (46.66666666666667, 0.9267170443367633), (52.5, 0.9267170443367633), (58.33333333333333, 0.9267170443367633), (64.16666666666667, 0.9267170443367633), (70.0, 0.9267170443367633)]",camera_frame_125.npy
1747503012.1872518,"[(-70.0, 0.3600951194718357), (-64.16666666666666, 0.3600951194718357), (-58.333333333333336, 0.3600951194718357), (-52.5, 0.3600951194718357), (-46.66666666666667, 0.3600951194718357), (-40.83333333333333, 0.3600951194718357), (-35.0, 0.3600951194718357), (-29.166666666666664, 0.3600951194718357), (-23.333333333333336, 0.3600951194718357), (-17.5, 0.3600951194718357), (-11.666666666666664, 0.3600951194718357), (-5.833333333333336, 0.3600951194718357), (0.0, 0.3600951194718357), (5.833333333333329, 0.3600951194718357), (11.666666666666671, 0.3600951194718357), (17.5, 0.3600951194718357), (23.33333333333333, 0.3600951194718357), (29.16666666666667, 0.3600951194718357), (35.0, 0.3600951194718357), (40.83333333333333, 0.3600951194718357), (46.66666666666667, 0.3600951194718357), (52.5, 0.3600951194718357), (58.33333333333333, 0.3600951194718357), (64.16666666666667, 0.3600951194718357), (70.0, 0.3600951194718357)]",camera_frame_130.npy
1747503012.2673085,"[(-70.0, 0.6687855336524895), (-64.16666666666666, 0.6687855336524895), (-58.333333333333336, 0.6687855336524895), (-52.5, 0.6687855336524895), (-46.66666666666667, 0.6687855336524895), (-40.83333333333333, 0.6687855336524895), (-35.0, 0.6687855336524895), (-29.166666666666664, 0.6687855336524895), (-23.333333333333336, 0.6687855336524895), (-17.5, 0.6687855336524895), (-11.666666666666664, 0.6687855336524895), (-5.833333333333336, 0.6687855336524895), (0.0, 0.6687855336524895), (5.833333333333329, 0.6687855336524895), (11.666666666666671, 0.6687855336524895), (17.5, 0.6687855336524895), (23.33333333333333, 0.6687855336524895), (29.16666666666667, 0.6687855336524895), (35.0, 0.6687855336524895), (40.83333333333333, 0.6687855336524895), (46.66666666666667, 0.6687855336524895), (52.5, 0.6687855336524895), (58.33333333333333, 0.6687855336524895), (64.16666666666667, 0.6687855336524895), (70.0, 0.6687855336524895)]",camera_frame_135.npy
1747503012.3485928,"[(-70.0, 1.0978907736459058), (-64.16666666666666, 1.0978907736459058), (-58.333333333333336, 1.0978907736459058), (-52.5, 1.0978907736459058), (-46.66666666666667, 1.0978907736459058), (-40.83333333333333, 1.0978907736459058), (-35.0, 1.0978907736459058), (-29.166666666666664, 1.0978907736459058), (-23.333333333333336, 1.0978907736459058), (-17.5, 1.0978907736459058), (-11.666666666666664, 1.0978907736459058), (-5.833333333333336, 1.0978907736459058), (0.0, 1.0978907736459058), (5.833333333333329, 1.0978907736459058), (11.666666666666671, 1.0978907736459058), (17.5, 1.0978907736459058), (23.33333333333333, 1.0978907736459058), (29.16666666666667, 1.0978907736459058), (35.0, 1.0978907736459058), (40.83333333333333, 1.0978907736459058), (46.66666666666667, 1.0978907736459058), (52.5, 1.0978907736459058), (58.33333333333333, 1.0978907736459058), (64.16666666666667, 1.0978907736459058), (70.0, 1.0978907736459058)]",camera_frame_140.npy
1747503012.4273329,"[(-70.0, 0.6947905817069129), (-64.16666666666666, 0.6947905817069129), (-58.333333333333336, 0.6947905817069129), (-52.5, 0.6947905817069129), (-46.66666666666667, 0.6947905817069129), (-40.83333333333333, 0.6947905817069129), (-35.0, 0.6947905817069129), (-29.166666666666664, 0.6947905817069129), (-23.333333333333336, 0.6947905817069129), (-17.5, 0.6947905817069129), (-11.666666666666664, 0.6947905817069129), (-5.833333333333336, 0.6947905817069129), (0.0, 0.6947905817069129), (5.833333333333329, 0.6947905817069129), (11.666666666666671, 0.6947905817069129), (17.5, 0.6947905817069129), (23.33333333333333, 0.6947905817069129), (29.16666666666667, 0.6947905817069129), (35.0, 0.6947905817069129), (40.83333333333333, 0.6947905817069129), (46.66666666666667, 0.6947905817069129), (52.5, 0.6947905817069129), (58.33333333333333, 0.6947905817069129), (64.16666666666667, 0.6947905817069129), (70.0, 0.6947905817069129)]",camera_frame_145.npy
1747503012.508053,"[(-70.0, 1.2056902102272868), (-64.16666666666666, 1.2056902102272868), (-58.333333333333336, 1.2056902102272868), (-52.5, 1.2056902102272868), (-46.66666666666667, 1.2056902102272868), (-40.83333333333333, 1.2056902102272868), (-35.0, 1.2056902102272868), (-29.166666666666664, 1.2056902102272868), (-23.333333333333336, 1.2056902102272868), (-17.5, 1.2056902102272868), (-11.666666666666664, 1.2056902102272868), (-5.833333333333336, 1.2056902102272868), (0.0, 1.2056902102272868), (5.833333333333329, 1.2056902102272868), (11.666666666666671, 1.2056902102272868), (17.5, 1.2056902102272868), (23.33333333333333, 1.2056902102272868), (29.16666666666667, 1.178031417839907), (35.0, 1.178031417839907), (40.83333333333333, 1.178031417839907), (46.66666666666667, 1.2056902102272868), (52.5, 1.2056902102272868), (58.33333333333333, 1.2056902102272868), (64.16666666666667, 1.2056902102272868), (70.0, 1.2056902102272868)]",camera_frame_150.npy
1747503012.5887601,"[(-70.0, 1.9487261117757637), (-64.16666666666666, 2.1087813737388617), (-58.333333333333336, 2.1087813737388617), (-52.5, 2.1087813737388617), (-46.66666666666667, 2.6639039595562064), (-40.83333333333333, 2.6639039595562064), (-35.0, 3.4272160318909735), (-29.166666666666664, 6.1395509607612455), (-23.333333333333336, 21.91083961823382), (-17.5, 180), (-11.666666666666664, 180), (-5.833333333333336, 180), (0.0, 180), (5.833333333333329, 180), (11.666666666666671, 180), (17.5, 180), (23.33333333333333, 180), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_155.npy
1747503012.6705282,"[(-70.0, 6.476710022128679), (-64.16666666666666, 7.073571633575094), (-58.333333333333336, 7.753906022121648), (-52.5, 9.289690225677424), (-46.66666666666667, 10.976048030971755), (-40.83333333333333, 13.665158587148829), (-35.0, 180), (-29.166666666666664, 180), (-23.333333333333336, 180), (-17.5, 180), (-11.666666666666664, 180), (-5.833333333333336, 180), (0.0, 180), (5.833333333333329, 180), (11.666666666666671, 180), (17.5, 180), (23.33333333333333, 180), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_160.npy
1747503012.749919,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 180), (-40.83333333333333, 180), (-35.0, 180), (-29.166666666666664, 180), (-23.333333333333336, 180), (-17.5, 180), (-11.666666666666664, 180), (-5.833333333333336, 180), (0.0, 180), (5.833333333333329, 180), (11.666666666666671, 180), (17.5, 180), (23.33333333333333, 180), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_165.npy
1747503012.83029,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 180), (-40.83333333333333, 180), (-35.0, 180), (-29.166666666666664, 180), (-23.333333333333336, 180), (-17.5, 180), (-11.666666666666664, 180), (-5.833333333333336, 180), (0.0, 180), (5.833333333333329, 180), (11.666666666666671, 180), (17.5, 180), (23.33333333333333, 180), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_170.npy
1747503012.9111269,"[(-70.0, 180), (-64.16666666666666, 180), (-58.333333333333336, 180), (-52.5, 180), (-46.66666666666667, 180), (-40.83333333333333, 180), (-35.0, 180), (-29.166666666666664, 180), (-23.333333333333336, 180), (-17.5, 180), (-11.666666666666664, 180), (-5.833333333333336, 180), (0.0, 180), (5.833333333333329, 180), (11.666666666666671, 180), (17.5, 180), (23.33333333333333, 180), (29.16666666666667, 180), (35.0, 180), (40.83333333333333, 180), (46.66666666666667, 180), (52.5, 180), (58.33333333333333, 180), (64.16666666666667, 180), (70.0, 180)]",camera_frame_175.npy
